"order","productcode","productgroup","productsummary","description","eutr"
"GC","44109000","Composite panels","Particle Board","BOARD OF BAGASSE, BAMBOO OR CEREAL STRAW PARTICLES OR OTHER LIGNEOUS MATERIALS, WHETHER OR NOT AGGLOMERATED WITH RESINS OR OTHER ORGANIC BINDING SUBSTANCES (EXCL. OF WOOD, AND FIBREBOARD, CELLULAR WOOD PANELS, VENEERED PANELS, PANELS OF LIGNEOUS MATERIALS",1
"HB","44182010","Joinery","Doors - tropical hardwood","DOORS AND THEIR FRAMES AND THRESHOLDS, OF OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU, WHITE LAUAN, WHITE MERANTI, WHITE SERAYA, YEL",1
"HC","44182080","Joinery","Doors - other hardwood","DOORS AND THEIR FRAMES AND THRESHOLDS, OF WOOD (EXCL. OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU, WHITE LAUAN, WHITE MERANTI, WHITE",1
"HD","44182050","Joinery","Doors - softwood","DOORS AND THEIR FRAMES AND THRESHOLDS, OF CONIFEROUS WOOD",1
"HE","44181010","Joinery","Windows - tropical hardwood","WINDOWS AND FRENCH WINDOWS AND THEIR FRAMES, OF OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU, WHITE LAUAN, WHITE MERANTI, WHITE SERAY",1
"HF","44181090","Joinery","Windows - other hardwood","WINDOWS AND FRENCH WINDOWS AND THEIR FRAMES, OF WOOD (EXCL. OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU, WHITE LAUAN, WHITE MERANTI,",1
"HG","44181050","Joinery","Windows - softwood","WINDOWS AND FRENCH WINDOWS AND THEIR FRAMES, OF CONIFEROUS WOOD",1
"HH","44072931","Joinery","Flooring","BLOCKS, STRIPS AND FRIEZES FOR PARQUET OR WOOD BLOCK FLOORING, PLANED, NOT ASSEMBLED, OF KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUME, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKORE, IROKO, TIAMA, MANSONIA, ILOMBA, DIBETOU, LIM",1
"HH","44079131","Joinery","Flooring","BLOCKS, STRIPS AND FRIEZES OF OAK ""QUERCUS SPP."" FOR PARQUET OR WOOD BLOCK FLOORING, NOT ASSEMBLED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. VENEERED OR OF PLYWOOD)",1
"HH","44092091","Joinery","Flooring","BLOCKS, STRIPS AND FRIEZES FOR PARQUET FLOORING, NOT ASSEMBLED,  CONTINUOUSLY SHAPED ""TONGUED, GROOVED, REBATED, CHAMFERED, V-JOINTED, BEADED, MOULDED, ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES, ENDS OR FACES, WHETHER OR NOT PLANED, SANDED OR END-JOINTE",1
"HH","44092200","Joinery","Flooring","TROPICAL WOOD, INCL. STRIPS AND FRIEZES FOR PARQUET FLOORING, NOT ASSEMBLED, CONTINUOUSLY SHAPED ""TONGUED, GROOVED, REBATED, CHAMFERED, V-JOINTED BEADED, MOULDED, ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES, ENDS OR FACES, WHETHER OR NOT PLANED, SANDED OR",1
"HH","44092991","Joinery","Flooring","BLOCKS, STRIPS AND FRIEZES FOR PARQUET OR WOOD BLOCK FLOORING, NOT ASSEMBLED,  CONTINUOUSLY SHAPED ""TONGUED, GROOVED, REBATED, CHAMFERED, V-JOINTED, BEADED, MOULDED, ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES, ENDS OR FACES, WHETHER OR NOT PLANED, SANDED",1
"HH","44183010","Joinery","Flooring","PARQUET PANELS FOR MOSAIC FLOORS, OF WOOD (EXCL. BLOCKS, STRIPS AND FRIEZES FOR PARQUET FLOORING, NOT ASSEMBLED)",1
"HH","44183091","Joinery","Flooring","PARQUET PANELS COMPOSED OF TWO OR MORE LAYERS OF WOOD (EXCL. PARQUET PANELS FOR MOSAIC FLOORS, AND BLOCKS, STRIPS AND FRIEZES FOR PARQUET FLOORING, NOT ASSEMBLED)",1
"HH","44183099","Joinery","Flooring","PARQUET PANELS OF WOOD (EXCL. PANELS COMPOSED OF TWO OR MORE LAYERS OF WOOD, PARQUET PANELS FOR MOSAIC FLOORS, AND BLOCKS, STRIPS AND FRIEZES FOR PARQUET FLOORING, NOT ASSEMBLED)",1
"HH","44187100","Joinery","Flooring","FLOORING PANELS FOR MOSAIC FLOORS, ASSEMBLED, OF WOOD",1
"HH","44187200","Joinery","Flooring","FLOORING PANELS, MULTILAYER, ASSEMBLED, OF WOOD (EXCL. FOR MOSAIC FLOORS)",1
"HH","44187310","Joinery","Flooring","FLOORING PANELS FOR MOSAIC FLOORS, ASSEMBLED, OF BAMBOO OR WITH AT LEAST THE TOP WEAR LAYER OF BAMBOO",1
"HH","44187390","Joinery","Flooring","FLOORING PANELS, ASSEMBLED, OF BAMBOO OR WITH AT LEAST THE TOP WEAR LAYER OF BAMBOO (EXCL. FOR MOSAIC FLOORS)",1
"HH","44187400","Joinery","Flooring","FLOORING PANELS FOR MOSAIC FLOORS, ASSEMBLED, OF WOOD OTHER THAN BAMBOO",1
"HH","44187500","Joinery","Flooring","FLOORING PANELS, MULTILAYER, ASSEMBLED, OF WOOD OTHER THAN BAMBOO (EXCL. FOR MOSAIC FLOORS)",1
"HH","44187900","Joinery","Flooring","FLOORING PANELS, ASSEMBLED, OF WOOD OTHER THAN BAMBOO (EXCL. MULTILAYER PANELS AND PANELS FOR MOSAIC FLOORS)",1
"HI","44189010","Joinery","Glulam","BUILDERS' JOINERY AND CARPENTRY, OF GLUE-LAMINATED TIMBER (EXCL. WINDOWS AND FRENCH WINDOWS AND THEIR FRAMES, DOORS AND THEIR FRAMES AND THRESHOLDS, WOODEN SHUTTERING FOR CONCRETE CONSTRUCTIONAL WORK, SHINGLES, SHAKES AND PREFABRICATED BUILDINGS)",1
"HI","44189910","Joinery","Glulam","BUILDERS' JOINERY AND CARPENTRY, OF GLUE-LAMINATED TIMBER (EXCL. POSTS AND BEAMS)",1
"HJ","44184000","Joinery","Other joinery","WOODEN SHUTTERING FOR CONCRETE CONSTRUCTIONAL WORK (EXCL. PLYWOOD BOARDING)",1
"HJ","44185000","Joinery","Other joinery","SHINGLES AND SHAKES, OF WOOD",1
"HJ","44186000","Joinery","Other joinery","POSTS AND BEAMS, OF WOOD",1
"HJ","44189080","Joinery","Other joinery","BUILDERS' JOINERY AND CARPENTRY, OF WOOD, INCL. CELLULAR WOOD PANELS (EXCL. OF GLUE-LAMINATED TIMBER, AND WINDOWS, FRENCH WINDOWS AND THEIR FRAMES, DOORS AND THEIR FRAMES AND THRESHOLDS, POSTS AND BEAMS, ASSEMBLED FLOORING PANELS, WOODEN SHUTTERING FOR CO",1
"HJ","44189090","Joinery","Other joinery","BUILDERS' JOINERY AND CARPENTRY, OF WOOD, INCL. CELLULAR WOOD PANELS, OF WOOD (EXCL. OF GLUE-LAMINATED TIMBER, AND WINDOWS AND FRENCH WINDOWS AND THEIR FRAMES, DOORS AND THEIR FRAMES AND THRESHOLDS, PARQUET PANELS, BLOCKS, STRIPS AND FRIEZES, WOODEN SHUTT",1
"HJ","44189990","Joinery","Other joinery","BUILDERS' JOINERY AND CARPENTRY, OF WOOD, INCL. CELLULAR WOOD PANELS (EXCL. OF BAMBOO OR OF GLUE-LAMINATED TIMBER, WINDOWS, FRENCH WINDOWS AND THEIR FRAMES, DOORS AND THEIR FRAMES AND THRESHOLDS, POSTS AND BEAMS, ASSEMBLED FLOORING PANELS, WOODEN SHUTTERI",1
"JB","44151010","Other wood products","Boxes and Drums","CASES, BOXES, CRATES, DRUMS AND SIMILAR PACKINGS, OF WOOD",1
"JB","44151090","Other wood products","Boxes and Drums","CABLE DRUMS OF WOOD",1
"JC","44160000","Other wood products","Casks and Barrels","CASKS, BARRELS, VATS, TUBS AND OTHER COOPERS' PRODUCTS PARTS THEREOF, OF WOOD, INCL. STAVES",1
"JD","44020000","Other wood products","Charcoal","WOOD CHARCOAL, INCL. SHELL OR NUT CHARCOAL, WHETHER OR NOT AGGLOMERATED (EXCL. WOOD CHARCOAL USED AS A MEDICAMENT, CHARCOAL MIXED WITH INCENSE, ACTIVATED CHARCOAL AND CHARCOAL IN THE FORM OF CRAYONS)",0
"JD","44021000","Other wood products","Charcoal","BAMBOO CHARCOAL, INCL. SHELL OR NUT CHARCOAL, WHETHER OR NOT AGGLOMERATED (EXCL. USED AS A MEDICAMENT, MIXED WITH INCENSE, ACTIVATED BAMBOO CHARCOAL AND IN THE FORM OF CRAYONS)",0
"JD","44029000","Other wood products","Charcoal","WOOD CHARCOAL, INCL. SHELL OR NUT CHARCOAL, WHETHER OR NOT AGGLOMERATED (EXCL. BAMBOO CHARCOAL, WOOD CHARCOAL USED AS A MEDICAMENT, CHARCOAL MIXED WITH INCENSE, ACTIVATED CHARCOAL AND CHARCOAL IN THE FORM OF CRAYONS)",0
"JE","44130000","Other wood products","Densified wood","METALLISED WOOD AND OTHER DENSIFIED WOOD IN BLOCKS, PLATES, STRIPS OR PROFILE SHAPES",1
"JF","44190010","Other wood products","Kitchenware","TABLEWARE AND KITCHENWARE, OF OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU, WHITE LAUAN, WHITE MERANTI, WHITE SERAYA, YELLOW MERANTI,",1
"JF","44190090","Other wood products","Kitchenware","TABLEWARE AND KITCHENWARE, OF WOOD (EXCL. OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU, WHITE LAUAN, WHITE MERANTI, WHITE SERAYA, YEL",1
"JF","44199010","Other wood products","Kitchenware","TABLEWARE AND KITCHENWARE, OF TROPICAL WOOD SPECIFIED IN ADDITIONAL NOTE 2 TO CH 44",1
"JF","44199090","Other wood products","Kitchenware","TABLEWARE AND KITCHENWARE, OF WOOD (EXCL. OF BAMBOO OR OF TROPICAL WOOD, INTERIOR FITTINGS, ORNAMENTS, COOPERS' PRODUCTS, TABLEWARE AND KITCHENWARE COMPONENTS OF WOOD, BRUSHES, BROOMS AND HAND SIEVES)",1
"JG","44201011","Other wood products","Marquetry","STATUETTES AND OTHER ORNAMENTS, OF OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU, WHITE LAUAN, WHITE MERANTI, WHITE SERAYA, YELLOW MER",0
"JG","44201019","Other wood products","Marquetry","STATUETTES AND OTHER ORNAMENTS, OF WOOD (EXCL. OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU, WHITE LAUAN, WHITE MERANTI, WHITE SERAYA",0
"JG","44209010","Other wood products","Marquetry","WOOD MARQUETRY AND INLAID WOOD (EXCL. STATUETTES AND OTHER ORNAMENTS, ARTICLES OF FURNITURE, LAMPS AND LIGHTING FITTINGS AND PARTS THEREOF)",0
"JG","44209091","Other wood products","Marquetry","CASKETS AND CASES FOR JEWELLERY OR CUTLERY, AND SIMILAR ARTICLES AND ARTICLES OF FURNITURE OF OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI",0
"JG","44209099","Other wood products","Marquetry","CASKETS AND CASES FOR JEWELLERY OR CUTLERY, AND SIMILAR ARTICLES AND ARTICLES OF FURNITURE (EXCL. OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERA",0
"JH","44152020","Other wood products","Pallets","PALLETS AND PALLET COLLARS, OF WOOD",1
"JH","44152090","Other wood products","Pallets","BOX PALLETS AND OTHER LOAD BOARDS, OF WOOD (EXCL. CONTAINERS SPECIALLY DESIGNED AND EQUIPPED FOR ONE OR MORE MODES OF TRANSPORT; FLAT PALLETS AND PALLET COLLARS)",1
"JI","44140010","Other wood products","Picture frames","WOODEN FRAMES FOR PAINTINGS, PHOTOGRAPHS, MIRRORS OR SIMILAR OBJECTS, OF TROPICAL WOOD ""OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI BAKAU,",1
"JI","44140090","Other wood products","Picture frames","WOODEN FRAMES FOR PAINTINGS, PHOTOGRAPHS, MIRRORS OR SIMILAR OBJECTS (EXCL. OF TROPICAL WOOD ""OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, DARK RED MERANTI, LIGHT RED MERANTI, MERANTI",1
"JJ","44041000","Other wood products","Poles","HOOPWOOD; SPLIT POLES; PILES, PICKETS AND STAKES OF WOOD, POINTED BUT NOT SAWN LENGTHWISE; WOODEN STICKS, ROUGHLY TRIMMED BUT NOT TURNED, BENT OR OTHERWISE WORKED, SUITABLE FOR THE MANUFACTURE OF WALKING STICKS, UMBRELLAS, TOOL HANDLES OR THE LIKE; CHIPWO",0
"JJ","44042000","Other wood products","Poles","HOOPWOOD; SPLIT POLES; PILES, PICKETS AND STAKES OF WOOD, POINTED BUT NOT SAWN LENGTHWISE; WOODEN STICKS, ROUGHLY TRIMMED BUT NOT TURNED, BENT OR OTHERWISE WORKED, SUITABLE FOR THE MANUFACTURE OF WALKING STICKS, UMBRELLAS, TOOL HANDLES AND THE LIKE; CHIPW",0
"JK","94060010","Other wood products","Prefab buildings","PREFABRICATED BUILDINGS MADE ENTIRELY OR MAINLY OF WOOD, WHETHER OR NOT COMPLETE OR ALREADY ASSEMBLED",1
"JK","94060020","Other wood products","Prefab buildings","PREFABRICATED BUILDINGS MADE ENTIRELY OR MAINLY OF WOOD, WHETHER OR NOT COMPLETE OR ALREADY ASSEMBLED (EXCL. MOBILE HOMES)",1
"JK","94061000","Other wood products","Prefab buildings","PREFABRICATED BUILDINGS OF WOOD, WHETHER OR NOT COMPLETE OR ALREADY ASSEMBLED",1
"JL","44061000","Other wood products","Sleepers","RAILWAY OR TRAMWAY SLEEPERS ""CROSS-TIES"" OF WOOD, NOT IMPREGNATED",1
"JL","44061100","Other wood products","Sleepers","RAILWAY OR TRAMWAY SLEEPERS ""CROSS-TIES"" OF WOOD, NOT IMPREGNATED, CONIFEROUS",1
"JL","44061200","Other wood products","Sleepers","RAILWAY OR TRAMWAY SLEEPERS ""CROSS-TIES"" OF WOOD, NOT IMPREGNATED, NON-CONIFEROUS",1
"JL","44069000","Other wood products","Sleepers","RAILWAY OR TRAMWAY SLEEPERS ""CROSS-TIES"" OF WOOD, IMPREGNATED",1
"JL","44069100","Other wood products","Sleepers","RAILWAY OR TRAMWAY SLEEPERS ""CROSS-TIES"" OF WOOD, IMPREGNATED, CONIFEROUS",1
"JL","44069200","Other wood products","Sleepers","RAILWAY OR TRAMWAY SLEEPERS ""CROSS-TIES"" OF WOOD, IMPREGNATED, NON-CONIFEROUS",1
"JM","44170000","Other wood products","Tools","TOOLS, TOOL BODIES, TOOL HANDLES, BROOM OR BRUSH BODIES AND HANDLES, OF WOOD; BOOT OR SHOE LASTS AND SHOETREES, OF WOOD (EXCL. FORMS USED IN THE MANUFACTURE OF HATS, FORMS OF HEADING 8480, OTHER MACHINES AND MACHINE COMPONENTS, OF WOOD)",0
"JN","44050000","Other wood products","Wood wool","WOOD WOOL; WOOD FLOUR ""WOOD POWDER ABLE TO PASS THROUGH A FINE"", 0,63 MM MESH, SIEVE WITH A RESIDUE OF <= 8% BY WEIGHT",0
"JO","44211000","Other wood products","Not elsewhere stated","CLOTHES HANGERS OF WOOD",0
"JO","44219091","Other wood products","Not elsewhere stated","ARTICLES OF FIBREBOARD, N.E.S.",0
"JO","44219095","Other wood products","Not elsewhere stated","COFFINS OF WOOD",0
"JO","44219097","Other wood products","Not elsewhere stated","ARTICLES OF WOOD, N.E.S.",0
"JO","44219098","Other wood products","Not elsewhere stated","ARTICLES OF WOOD, N.E.S.",0
"JO","44219910","Other wood products","Not elsewhere stated","ARTICLES OF FIBREBOARD, N.E.S.",0
"JO","44219991","Other wood products","Not elsewhere stated","COFFINS OF WOOD (EXCL. OF FIBREBOARD)",0
"JO","44219999","Other wood products","Not elsewhere stated","ARTICLES OF WOOD, N.E.S.",0
"KB","94016900","Wood furniture","Seats not upholstered","SEATS, WITH WOODEN FRAMES (EXCL. UPHOLSTERED)",0
"KC","94016100","Wood furniture","Seats upholstered","UPHOLSTERED SEATS, WITH WOODEN FRAMES (EXCL. CONVERTIBLE INTO BEDS)",0
"KD","94019030","Wood furniture","Seat components","PARTS OF SEATS, OF WOOD, N.E.S.",0
"KE","94035000","Wood furniture","Bedroom","WOODEN FURNITURE FOR BEDROOMS (EXCL. SEATS)",1
"KF","94036010","Wood furniture","Dining/living room","WOODEN FURNITURE FOR DINING ROOMS AND LIVING ROOMS (EXCL. SEATS)",1
"KG","94034010","Wood furniture","Kitchen","Fitted kitchen units",1
"KG","94034090","Wood furniture","Kitchen","WOODEN FURNITURE OF A KIND USED IN KITCHENS (EXCL. SEATS AND FITTED KITCHEN UNITS)",1
"KH","94033011","Wood furniture","Office","DESKS FOR OFFICES, WITH WOODEN FRAMES",1
"KH","94033019","Wood furniture","Office","WOODEN FURNITURE FOR OFFICES, OF <= 80 CM IN HEIGHT (EXCL. DESKS AND SEATS)",1
"KH","94033091","Wood furniture","Office","WOODEN CUPBOARDS FOR OFFICES, OF > 80 CM IN HEIGHT",1
"KH","94033099","Wood furniture","Office","WOODEN FURNITURE FOR OFFICES, OF > 80 CM IN HEIGHT (EXCL. CUPBOARDS)",1
"KI","94036030","Wood furniture","Shop","WOODEN FURNITURE FOR SHOPS (EXCL. SEATS)",1
"KJ","94039030","Wood furniture","Other wood components in HS 94","PARTS OF FURNITURE, OF WOOD, N.E.S. (EXCL. SEATS)",1
"KK","94036090","Wood furniture","Not elsewhere stated","WOODEN FURNITURE (EXCL. FOR OFFICES OR SHOPS, KITCHENS, DINING ROOMS, LIVING ROOMS AND BEDROOMS, AND SEATS)",1
"MB","47031900","Pulp","Hardwood pulp","UNBLEACHED NON-CONIFEROUS CHEMICAL WOOD PULP, SODA OR SULPHATE (EXCL. DISSOLVING GRADES)",1
"MB","47032900","Pulp","Hardwood pulp","SEMI-BLEACHED OR BLEACHED NON-CONIFEROUS CHEMICAL WOOD PULP, SODA OR SULPHATE (EXCL. DISSOLVING GRADES)",1
"MB","47041900","Pulp","Hardwood pulp","UNBLEACHED NON-CONIFEROUS CHEMICAL WOOD PULP, SULPHITE (EXCL. DISSOLVING GRADES)",1
"MB","47042900","Pulp","Hardwood pulp","SEMI-BLEACHED OR BLEACHED NON-CONIFEROUS CHEMICAL WOOD PULP, SULPHITE (EXCL. DISSOLVING GRADES)",1
"MC","47031100","Pulp","Softwood pulp","UNBLEACHED CONIFEROUS CHEMICAL WOOD PULP, SODA OR SULPHATE (EXCL. DISSOLVING GRADES)",1
"MC","47032100","Pulp","Softwood pulp","SEMI-BLEACHED OR BLEACHED CONIFEROUS CHEMICAL WOOD PULP, SODA OR SULPHATE (EXCL. DISSOLVING GRADES)",1
"MC","47041100","Pulp","Softwood pulp","UNBLEACHED CONIFEROUS CHEMICAL WOOD PULP, SULPHITE (EXCL. DISSOLVING GRADES)",1
"MC","47042100","Pulp","Softwood pulp","SEMI-BLEACHED OR BLEACHED CONIFEROUS CHEMICAL WOOD PULP, SULPHITE (EXCL. DISSOLVING GRADES)",1
"MD","47010010","Pulp","Mixed pulp","THERMO-MECHANICAL WOOD PULP, NOT CHEMICALLY TREATED",1
"MD","47010090","Pulp","Mixed pulp","MECHANICAL WOOD PULP, NOT CHEMICALLY TREATED (EXCL. THERMO-MECHANICAL WOOD PULP)",1
"MD","47020000","Pulp","Mixed pulp","CHEMICAL WOOD PULP, DISSOLVING GRADES",1
"MD","47050000","Pulp","Mixed pulp","WOOD PULP OBTAINED BY A COMBINATION OF MECHANICAL AND CHEMICAL PULPING PROCESSES",1
"ME","47061000","Pulp","Other pulp in HS 47","PULP OF COTTON LINTERS",0
"ME","47062000","Pulp","Other pulp in HS 47","PULPS OF FIBRES DERIVED FROM RECOVERED ""WASTE AND SCRAP"" PAPER OR PAPERBOARD",0
"ME","47063000","Pulp","Other pulp in HS 47","PULPS OF FIBROUS CELLULOSIC BAMBOO MATERIAL",0
"ME","47069100","Pulp","Other pulp in HS 47","MECHANICAL PULP OF FIBROUS CELLULOSIC MATERIAL (EXCL. THAT OF BAMBOO, WOOD, COTTON LINTERS AND FIBRES DERIVED FROM RECOVERED [WASTE AND SCRAP] PAPER OR PAPERBOARD)",0
"ME","47069200","Pulp","Other pulp in HS 47","CHEMICAL PULP OF FIBROUS CELLULOSIC MATERIAL (EXCL. THAT OF BAMBOO, WOOD, COTTON LINTERS AND FIBRES DERIVED FROM RECOVERED [WASTE AND SCRAP] PAPER OR PAPERBOARD)",0
"ME","47069300","Pulp","Other pulp in HS 47","SEMI-CHEMICAL PULP OF FIBROUS CELLULOSIC MATERIAL (EXCL. THAT OF BAMBOO, WOOD, COTTON LINTERS AND FIBRES DERIVED FROM RECOVERED [WASTE AND SCRAP] PAPER OR PAPERBOARD)",0
"PB","48010000","Paper","Newsprint","NEWSPRINT AS SPECIFIED IN NOTE 4 TO CHAPTER 48, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PB","48010010","Paper","Newsprint","NEWSPRINT AS SPECIFIED IN ADDITIONAL NOTE 1 TO CHAPTER 48",1
"PB","48010090","Paper","Newsprint","NEWSPRINT, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48 (EXCL. PAPER SPECIFIED IN ADDITIONAL NOTE 1 TO CHAPTER 48)",1
"PB","48026110","Paper","Newsprint","NEWSPRINT, IN ROLLS OF A WIDTH <= 36 CM",1
"PB","48026210","Paper","Newsprint","NEWSPRINT, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE <= 435 MM AND THE OTHER SIDE <= 297 MM IN THE UNFOLDED STATE",1
"PB","48026910","Paper","Newsprint","NEWSPRINT, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 435 MM OR WITH ONE SIDE <= 435 MM AND THE OTHER SIDE > 297 MM IN THE UNFOLDED STATE",1
"PC","48041111","Paper","Uncoated kraft paper","UNBLEACHED KRAFTLINER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT AND WEIGHING < 150 G/M-? (EXCL. GOODS OF HEADING 4802 AND 4803)",1
"PC","48041115","Paper","Uncoated kraft paper","UNBLEACHED KRAFT LINER, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, CONTAINING >= 80 % CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT AND WEIGHING >= 150 G TO < 175 G PER M-? (EXCL. GOO",1
"PC","48041119","Paper","Uncoated kraft paper","UNBLEACHED KRAFTLINER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT AND WEIGHING >= 175 G/M-? (EXCL. GOODS OF HEADING 4802 AND 4803)",1
"PC","48041190","Paper","Uncoated kraft paper","UNBLEACHED KRAFTLINER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM (EXCL. THAT CONTAINING > 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT AND GOODS OF HEADING 4802 AND 4803)",1
"PC","48041911","Paper","Uncoated kraft paper","KRAFTLINER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COMPRISING ONE OR MORE UNBLEACHED PLIES AND A BLEACHED, SEMI-BLEACHED OR COLOURED OUTER PLY, WEIGH",1
"PC","48041912","Paper","Uncoated kraft paper","KRAFTLINER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COMPRISING ONE OR MORE UNBLEACHED PLIES AND A BLEACHED, SEMI-BLEACHED OR COLOURED OUTER PLY, WEIGH",1
"PC","48041915","Paper","Uncoated kraft paper","KRAFTLINER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COMPRISING ONE OR MORE UNBLEACHED PLIES AND A BLEACHED, SEMI-BLEACHED OR COLOURED OUTER PLY, WEIGH",1
"PC","48041919","Paper","Uncoated kraft paper","KRAFTLINER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COMPRISING ONE OR MORE UNBLEACHED PLIES AND A BLEACHED, SEMI-BLEACHED OR COLOURED OUTER PLY, WEIGH",1
"PC","48041930","Paper","Uncoated kraft paper","KRAFTLINER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT (EXCL. UNBLEACHED OR KRAFTLINER COMPRISING ONE OR MORE UNBLEACHED PLIES AND A BLEACHED, SEMI-BLEACH",1
